,geo,prob,age
0,g20,1.2105561089846031e-05,0.0
1,g20,1.7311710511123634e-05,0.45226130653266333
2,g20,2.4555105808555475e-05,0.9045226130653267
3,g20,3.454541464169546e-05,1.35678391959799
4,g20,4.820430003995593e-05,1.8090452261306533
5,g20,6.67156809946187e-05,2.261306532663317
6,g20,9.158341572233859e-05,2.71356783919598
7,g20,0.00012469599987792836,3.1658291457286434
8,g20,0.00016839724345091652,3.6180904522613067
9,g20,0.00022556110085134105,4.07035175879397
10,g20,0.00029966788598533863,4.522613065326634
11,g20,0.0003948780323646951,4.974874371859297
12,g20,0.000516098402853176,5.42713567839196
13,g20,0.0006690349835323952,5.8793969849246235
14,g20,0.000860224704992851,6.331658291457287
15,g20,0.0010970382389058758,6.78391959798995
16,g20,0.0013876450534485304,7.236180904522613
17,g20,0.0017409319241310588,7.688442211055277
18,g20,0.002166366631957759,8.14070351758794
19,g20,0.0026737998679136413,8.592964824120603
20,g20,0.0032732004975268097,9.045226130653267
21,g20,0.0039743223659546995,9.49748743718593
22,g20,0.004786304717414649,9.949748743718594
23,g20,0.005717212953356148,10.402010050251256
24,g20,0.006773531658709407,10.85427135678392
25,g20,0.007959627287343616,11.306532663316583
26,g20,0.00927720323293302,11.758793969849247
27,g20,0.010724774769600109,12.21105527638191
28,g20,0.012297195041811817,12.663316582914574
29,g20,0.01398526543309707,13.115577889447236
30,g20,0.015775463817672367,13.5678391959799
31,g20,0.01764982206879929,14.020100502512562
32,g20,0.01958597958240876,14.472361809045227
33,g20,0.021557432482420466,14.92462311557789
34,g20,0.023533988827693274,15.376884422110553
35,g20,0.025482428983513696,15.829145728643217
36,g20,0.027367358003664372,16.28140703517588
37,g20,0.029152224212536895,16.733668341708544
38,g20,0.030800466111296932,17.185929648241206
39,g20,0.032276739223535286,17.63819095477387
40,g20,0.03354816645862745,18.090452261306535
41,g20,0.03458555078026,18.542713567839197
42,g20,0.03536448797830218,18.99497487437186
43,g20,0.03586632042545589,19.44723618090452
44,g20,0.03607887980362305,19.899497487437188
45,g20,0.03599697752378902,20.35175879396985
46,g20,0.035622615243020433,20.804020100502512
47,g20,0.034964903553116426,21.256281407035175
48,g20,0.03403969345262014,21.70854271356784
49,g20,0.03286894141568287,22.160804020100503
50,g20,0.03147984356579813,22.613065326633166
51,g20,0.029903786610856783,23.06532663316583
52,g20,0.028175171982008456,23.517587939698494
53,g20,0.026330174515222838,23.969849246231156
54,g20,0.024405497820347295,24.42211055276382
55,g20,0.022437185328365465,24.874371859296485
56,g20,0.020459539328888963,25.326633165829147
57,g20,0.018504190793111653,25.77889447236181
58,g20,0.01659935128570756,26.231155778894472
59,g20,0.014769265756395561,26.683417085427138
60,g20,0.013033872424638035,27.1356783919598
61,g20,0.011408664206905174,27.587939698492463
62,g20,0.00990473591707401,28.040201005025125
63,g20,0.008528993335783849,28.49246231155779
64,g20,0.0072844945151321495,28.944723618090453
65,g20,0.00617089046220984,29.396984924623116
66,g20,0.005184931527971705,29.84924623115578
67,g20,0.004321007148282924,30.301507537688444
68,g20,0.0035716896500063064,30.753768844221106
69,g20,0.002928257181488474,31.20603015075377
70,g20,0.0023811759640117868,31.658291457286435
71,g20,0.001920527518144571,32.11055276381909
72,g20,0.001536371880184892,32.56281407035176
